bid,longitude,latitude,hours,lid,name,address,postalCode,stars,reviewCount,isOpen
ckAA5u2D8bGqQZ0JFjLH4Q,75.03145,39.918845,"{Monday:11:023:0,Tuesday:11:023:0,Wednesday:11:023:0,Thursday:11:023:0,Friday:11:00:0,Saturday:11:00:0,Sunday:11:022:0}",631,Blue2o Seafood Grill + Bar,1906 Rt 70,8002,3,99,0
auBRFCUG20A_4Mxot0dgQ,75.2794021,39.9254031,,4,Penn Pines Diner,500 E Providence Rd,19018,3.5,48,0
v4jzYZvLqCxPvJLmYzMibg,82.560608,28.024518,"{Monday:11:020:0,Tuesday:11:020:30,Wednesday:11:020:30,Thursday:11:020:30,Friday:11:020:30,Saturday:11:020:30}",579,Tomato Joes Pizzeria,7032 W Waters Ave,33634,4.5,85,1
0YHf1ohzF9h7_KzMAEgRcw,90.065512,29.944017,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:03:0,Friday:11:04:30,Saturday:11:04:30,Sunday:11:022:0}",399,Pie Pizza & Pastas,814 S Peters St,70130,3,108,0
pf0o9mamFsNXeVNwUC61yQ,75.21411098,40.11249781,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:12:019:45}",190,Bella Maria's Pizzeria,808 Bethlehem Pike,19031,3.5,51,1
WLaT4_8EgunV0UXks3Qukw,75.5937241,39.9650667,"{Monday:0:00:0,Tuesday:0:00:0,Wednesday:0:00:0,Thursday:0:00:0,Friday:0:00:0,Saturday:0:00:0,Sunday:0:00:0}",647,Wawa,706 East Gay St,19380,3.5,6,1
40cOV8R_oM4AjGhM1Fco9w,113.5908865,53.544998,"{Tuesday:12:019:30,Wednesday:12:019:30,Thursday:12:019:30,Friday:12:022:0,Saturday:12:022:0,Sunday:12:019:0}",163,Sunset Reggae Kitchen,15608 103 Ave NW,T5P 0P3,4.5,8,0
Rx6eQL9PdxJK8wgCbKDuA,90.36598741,38.4511798,"{Monday:9:020:0,Tuesday:9:021:0,Wednesday:9:021:0,Thursday:9:021:0,Friday:9:021:0,Saturday:9:021:0,Sunday:9:021:0}",11,Subway,657659 Jeffco Blvd,63010,2,5,1
8D7SxEWHUOqpTfM2oLA,82.447959,27.951169,"{Monday:7:020:0,Tuesday:7:020:0,Wednesday:7:020:0,Thursday:7:020:0,Friday:7:022:0,Saturday:8:022:0,Sunday:8:016:0}",579,Eleventwenty Cafe Bistro,"1120 E Kennedy Blvd, Ste 112",33602,4.5,5,0
HWnfpi2vXDTNGTCSFd97PQ,86.1424616,39.8706723,"{Monday:17:022:0,Tuesday:17:022:0,Wednesday:17:022:0,Thursday:17:022:0,Friday:17:023:0,Saturday:17:023:0,Sunday:17:022:0}",272,Ambrosia,915 E Westfield Blvd,46220,3.5,42,0
O8dpGAUDpHI1ObEuXNf4OQ,82.531486,27.949615,"{Monday:7:3014:30,Tuesday:7:3014:30,Wednesday:7:3014:30,Thursday:7:3014:30,Friday:7:3014:30}",579,Reo Street Cafe,"5100 W Lemon St, Ste 108",33609,4.5,18,1
APD2VSVODMPpmO1_ydt3Q,86.7779367,36.127699,"{Monday:10:3022:0,Tuesday:10:3022:0,Wednesday:10:3022:0,Thursday:10:3022:0,Friday:10:3023:0,Saturday:10:3023:0,Sunday:10:3022:0}",393,Captain D's,2307 Franklin Pike,37204,4,10,0
kjX7I5bywXku18pychn9Q,90.2728688,38.6868511,"{Monday:0:00:0,Tuesday:7:014:0,Wednesday:7:014:0,Thursday:7:014:0,Friday:7:014:0,Saturday:7:014:0,Sunday:8:014:0}",500,Goody Goody Diner,5900 Natural Bridge Ave,63120,4.5,199,0
FfvLkFFWMFym6VHHRec6cQ,89.958211,38.785887,"{Monday:0:00:0,Tuesday:10:3020:0,Wednesday:10:3020:0,Thursday:10:3020:0,Friday:10:3015:0,Saturday:10:3020:0}",164,Chicken Salad Chick,"2323 Plum St, Ste 300",62025,4,22,1
rMvmrRw502tQYN2pb2hm_Q,90.2775716,38.5758125,"{Monday:11:03:0,Tuesday:11:03:0,Wednesday:11:03:0,Thursday:11:03:0,Friday:11:03:0,Saturday:11:03:0,Sunday:11:03:0}",500,Nellie Glenn's Saloon,6109 Gravois Rd,63116,3,18,0
U1VdxazyPMrmf6sCZFKL2A,82.8064506,27.9170858,"{Monday:16:021:30,Tuesday:16:021:30,Wednesday:16:021:30,Thursday:16:021:30,Friday:16:021:30,Saturday:16:021:30}",308,Thai Basil II,1700 W Bay Dr,33770,4,85,1
BJZRXB6e1XkearWslqrt5w,116.2811939,43.6191006,"{Monday:7:022:0,Tuesday:7:022:0,Wednesday:7:022:0,Thursday:7:023:0,Friday:7:022:0,Saturday:7:021:0,Sunday:7:022:0}",54,Taco Time,7965 W Fairview Ave,83704,3.5,16,1
IvIItKgPAhsgbxwRczEQeA,75.1689324,39.9517683,"{Monday:10:021:0,Tuesday:10:021:0,Wednesday:10:021:0,Thursday:10:021:0,Friday:10:021:0,Saturday:10:021:0}",445,Jimmy John's,44 S 17th St,19103,3.5,48,0
iiZHyvPUN4rPpVA70Mt8hg,75.14917664,39.94910082,"{Friday:17:3020:0,Saturday:17:3020:0}",445,Independence After Hours,600 Chestnut St,19106,4.5,6,1
FBrVFAumJUoZs9LIaxhVQ,82.68876607,27.82150572,"{Monday:0:00:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:11:021:0,Sunday:11:021:0}",502,Ikigai Sushi Bowls and Wraps,"4195 54th Ave N, Unit E",33714,4.5,71,1
jf2eOxyT1tlA1lyqKavPXA,86.7755399,36.1563043,"{Monday:0:00:0,Tuesday:16:3022:0,Wednesday:16:3022:0,Thursday:11:3022:0,Friday:11:3022:30,Saturday:11:3022:30}",393,Calacas Mexican Cuisine,411 Korean Veterans Blvd,37203,4.5,25,1
RliqiILjQX0w3Q0XZ4LAQ,75.1822397,39.9261144,"{Tuesday:16:021:0,Wednesday:16:021:0,Thursday:16:021:0,Friday:16:021:0,Saturday:16:021:0}",445,Florida Style Pizza,2052 S Beechwood St,19145,4,25,0
aAjOFpX5SBSoDkAsBSZeZw,82.36515393,28.13183929,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:022:30,Saturday:11:022:30,Sunday:12:022:0}",579,Michi Ramen,18025 Highwoods Preserve Pkwy,33647,4.5,148,1
QAMJIJQ7SMOC5xUN37iIw,90.39732132,38.72698652,"{Monday:5:3015:0,Tuesday:5:3020:0,Wednesday:5:3020:0,Thursday:5:3020:0,Friday:5:3020:0,Saturday:6:020:0,Sunday:6:016:0}",497,Sweet Spot Cafe,3586 Adie Rd,63074,4.5,166,1
jeYKFQR3cJgae6qex9z2Ng,82.738514,28.187432,"{Monday:10:3022:0,Tuesday:10:3022:0,Wednesday:10:3022:0,Thursday:10:3022:0,Friday:10:3023:0,Saturday:10:3023:0,Sunday:10:3022:0}",260,Little Caesars,1926 US Hwy 19,34691,2,5,1
bBzcawN0t804ADpb3lu6A,90.0551548,29.9093928,,232,Shoney's Restaurants,420 Westbank Expy,70053,3,30,1
y6J_UjNk69VNLb39c_5CA,75.14057717,39.94159845,"{Monday:8:00:0,Tuesday:8:00:0,Wednesday:8:00:0,Thursday:8:00:0,Friday:8:00:0,Saturday:8:00:0,Sunday:8:00:0}",445,Spirit of Philadelphia,401 S Columbus Blvd,19106,3,165,1
FYpfaVtAzEeSVB1fU4L9Q,82.4842267,27.9978114,"{Monday:0:00:0,Tuesday:9:018:0,Wednesday:10:021:0,Thursday:10:021:0,Friday:10:022:0,Saturday:10:022:0,Sunday:10:021:0}",579,La Lechonera,5601 N Armenia Ave,33603,4,133,1
HfAi72hTxmKqeqv7ow5ifw,75.0194487,39.8916203,"{Tuesday:11:018:0,Wednesday:11:018:0,Thursday:11:018:0,Friday:11:018:0,Saturday:11:018:0,Sunday:11:017:0}",98,Fiesta Bistro Filipino,"219 Haddonfield Berlin Rd, Ste Q",8034,3.5,9,1
gtlj72UOqwOSuOfXOCWeg,75.10257882,39.83312705,"{Monday:0:00:0,Tuesday:11:016:0,Wednesday:11:021:30,Thursday:11:021:30,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:30}",135,Johnny Longhots,1692 Clements Bridge Rd,8096,4,50,1
6us2JBbWs_5iI0XhAiaPZQ,119.7747092,39.50539143,"{Monday:9:021:0,Tuesday:9:021:0,Wednesday:9:021:0,Thursday:9:021:0,Friday:9:021:0,Saturday:9:021:0,Sunday:9:021:0}",474,Vino Volo,2001 E Plumb Ln,89502,4,28,1
rGShH_JIdcCmxS5njJwiIA,74.96413507,40.0717163,"{Monday:0:00:0,Tuesday:7:020:30,Wednesday:7:020:30,Thursday:8:019:0,Friday:8:019:0,Saturday:7:020:30,Sunday:7:020:30}",39,Bob Evans,1369 Bristol Pike,19020,3,40,1
GIRFpGtBBrUuXt8k9yUf6Q,75.0351717,39.9377689,"{Monday:10:3022:30,Tuesday:10:3022:30,Wednesday:10:3022:30,Thursday:10:3022:30,Friday:10:3023:30,Saturday:10:3023:30,Sunday:12:020:0}",98,People's Pizza,1500 Rt 38,8002,4,105,1
cbGYiFmhZ6AmGuuP6f64g,82.832071,27.8837395,"{Monday:7:017:0,Tuesday:7:017:0,Wednesday:7:017:0,Thursday:7:017:0,Friday:7:017:0,Saturday:8:016:0,Sunday:8:016:0}",308,The Haus Coffee Shop IRB,"12199 Indian Rocks Rd, unit 1",33774,4.5,23,1
y9opyiEun5QJl6dH1kzDmg,119.7750684,39.50600238,,474,Mountain House Diner,2001 E Plumb Ln,89502,2.5,61,1
U1Gao2oKgFaggpksDIctiQ,119.802766,39.514084,"{Monday:0:00:0,Tuesday:7:014:0,Wednesday:7:014:0,Thursday:7:014:0,Friday:7:014:0,Saturday:7:014:0,Sunday:7:014:0}",474,Walden's Coffeehouse,1170 S Wells Ave,89502,4.5,213,1
KJJm3Qwmqd5r37hIYQ0MOw,82.7122765,27.7820333,,559,Good Fortune Buffet,1030 58th St N,33710,2,21,0
LmRyuir7orBNN43fyp8buQ,86.796315,36.149797,"{Tuesday:16:022:0,Wednesday:16:022:0,Thursday:16:022:0,Friday:11:00:0,Saturday:11:00:0,Sunday:11:023:0}",393,Soulshine Pizza Factory,1907 Division St,37203,3.5,211,0
7sNKCi0aCm8_q5I1gb67ig,82.7081359,27.7406815,"{Monday:0:00:0,Thursday:17:022:0,Friday:17:022:0,Saturday:17:022:0}",233,Backfin Blue Cafe,2913 Beach Blvd S,33707,4,95,1
maOMGu_2dSHKydBgZdTsvQ,86.7751783,36.1627656,"{Thursday:16:022:0,Friday:12:00:0,Saturday:12:00:0}",393,Wildhorse Saloon,120 2nd Ave N,37201,3.5,559,1
d6IkDuDtxzBq8Cem2Jocgw,90.3025522,38.6555026,"{Tuesday:11:020:30,Wednesday:11:020:30,Thursday:11:020:30,Friday:11:020:30,Saturday:11:020:30,Sunday:11:020:30}",612,American Falafel,6314 Delmar Blvd,63130,4.5,65,1
4tpBd0o50m07JUSRYJkMvQ,110.972986,32.2905694,"{Monday:11:00:0,Tuesday:11:00:0,Wednesday:11:00:0,Thursday:11:02:0,Friday:11:02:0,Saturday:11:02:0,Sunday:11:00:0}",606,Toby Keith's,"4500 N Oracle Rd, Ste 370",85705,2.5,50,0
Q2T7jA5luZu78TwSgcE9g,82.46393781,27.96089261,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:023:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:021:0}",579,Zukku Sushi  Tampa,1910 N Ola Ave,33602,4,156,1
CisEAPDYyEyJYQAOyrvm9A,75.3093363,40.1393292,"{Monday:11:022:30,Tuesday:11:022:30,Wednesday:11:022:30,Thursday:11:022:30,Friday:11:023:0,Saturday:12:023:0,Sunday:12:022:0}",154,Zen Asian Bistro and Bar,46 E Germantown Pike,19401,3.5,33,0
whh_h_yJaF2kzieB7Dcig,110.89084,32.251,"{Monday:0:00:0,Tuesday:7:014:30,Wednesday:7:014:30,Thursday:7:014:30,Friday:7:014:30,Saturday:7:014:30,Sunday:7:014:30}",606,First Watch,4775 E Grant Rd,85712,4.5,226,1
kqUBcSMZPn_ftPBU2Ipyg,90.150988,29.9754782,"{Monday:0:00:0,Tuesday:10:020:0,Wednesday:10:020:0,Thursday:10:020:0,Friday:10:015:0,Saturday:11:019:0,Sunday:11:019:0}",365,Subway,"2701 Airline Hwy, Ste O",70001,3.5,8,1
gWTcR6QXXVZbRtXWPibNjg,113.3111751,53.54280699,"{Monday:0:00:0,Saturday:12:017:0}",518,No Way Jose's Taqueria,"160 Broadway Boulevard, Suite 144",T8H 1R4,3,8,0
t61mOGkysO7KALLCME_O6w,82.39279,28.061236,"{Monday:0:00:0,Tuesday:11:023:0,Wednesday:11:023:0,Thursday:11:023:0,Friday:11:023:0,Saturday:11:023:0,Sunday:12:022:0}",579,Nubia Philly Steak & Pizza,12647 N 56th St,33617,3.5,16,0
vWjME92WddneF98IqzaNfQ,90.367448,38.673459,"{Monday:11:019:0,Tuesday:11:019:0,Wednesday:11:019:0,Thursday:11:019:0,Friday:11:019:0,Saturday:11:019:0,Sunday:11:019:0}",500,Sugarfire Smoke House,9200 Olive Blvd,63132,4.5,1627,1
xbCmAKZ0AzA2LsFHWyxIQ,82.7645697,27.8945671,"{Monday:15:03:0,Tuesday:15:03:0,Wednesday:15:03:0,Thursday:15:03:0,Friday:15:03:0,Saturday:11:03:0,Sunday:11:03:0}",308,Mickey Quinns Crafthouse and Eatery,9057 Ulmerton Rd,33771,4.5,9,0
zWQWjJ0270yqp_KignAmkg,75.2596138,39.9403081,"{Monday:7:014:0,Tuesday:7:014:0,Wednesday:7:014:0,Thursday:7:014:0,Friday:7:014:0,Saturday:7:014:0,Sunday:7:014:0}",307,Tony Boys,706 E Baltimore Ave,19050,4.5,26,1
KRp5xFDLs8JzuqEQgN0oUA,75.0087946,40.1346567,,181,Delice Cafe,13 Bustleton Pike,19053,4.5,33,0
FCAqHUb6Wn1ABMDQZG0Dnw,74.83883453,40.24219802,"{Monday:7:016:0,Tuesday:7:016:0,Wednesday:7:016:0,Thursday:7:012:0,Friday:7:016:0,Saturday:7:016:0,Sunday:7:016:0}",687,Pretty Bird Coffee,7 S Main St,19067,4,145,1
5css9Tl6TwMVe8GDLorJkQ,75.15571252,39.92747854,,445,Maliwan,1700 S 6th St,19148,5,28,0
oVXNeZXl3PejvE66V50iag,82.7010686,28.3045023,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:30,Saturday:11:021:30,Sunday:11:021:0}",464,Pho Saigon Vietnamese Restaurant,10128 US Hwy 19,34668,4,125,1
DvyG9Fx1EeNJfr_UNL7NYA,75.164942,39.949224,"{Monday:9:017:0,Tuesday:9:017:0,Wednesday:9:017:0,Thursday:9:017:0,Friday:9:017:0}",445,Fresco Tortilla,200 S Broad St Hyatt Food Ct,19102,3.5,10,0
fkS2ADZEEuIwyhWHaA7Nag,86.4529499,36.38558024,"{Monday:10:3021:30,Tuesday:10:3021:30,Wednesday:10:3021:30,Thursday:10:3021:30,Friday:10:3022:0,Saturday:10:3022:0,Sunday:12:021:30}",202,China Wok,335 W Main St,37066,3,14,1
3kEugtj3tuayxAZ7yI4XQ,75.045272,39.749162,"{Monday:7:022:0,Tuesday:7:022:0,Wednesday:7:022:0,Thursday:7:022:0,Friday:7:00:0,Saturday:7:00:0,Sunday:7:022:0}",607,The Whitman Diner,4990 Rte 42,8012,3,93,1
1AbXpJws9IGGqOFBG7bg5g,113.4956863,53.4733627,,163,White Spot Restaurants,3921 Calgary Trl NW,T6J 5M8,3,5,0
6TciI6uBdrd8z1av1YleLg,119.8286483,34.4351655,"{Monday:0:00:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:9:021:0}",222,Pepe's Mexican Restaurant,254 Orange Ave,93117,3.5,198,1
fIBMKVldyb3KyM11UBJPQ,90.0746949,29.9317686,"{Monday:11:02:0,Tuesday:11:02:0,Wednesday:11:02:0,Thursday:11:02:0,Friday:11:02:0,Saturday:11:02:0,Sunday:11:02:0}",399,Down The Hatch,1921 Sophie Wright Pl,70130,3,222,1
s2OOs9ra249GiNQu4idFGA,75.308669,39.985826,"{Monday:6:016:0,Tuesday:6:016:0,Wednesday:6:016:0,Thursday:6:016:0,Friday:6:016:0,Saturday:8:016:0,Sunday:10:015:0}",250,Oakmont Roots Cafe,2116 Darby Rd,19083,4.5,14,0
AcGOk0jbFkvI1QzDpkqA8w,82.7895115,28.0139357,"{Monday:16:023:0,Wednesday:16:023:0,Thursday:16:023:0,Friday:16:00:0,Saturday:10:00:0,Sunday:10:022:0}",145,The Rusty Lyon,923 Broadway,34698,4,146,1
gIzKVqQfsU_BngnhqyOpw,75.3635841,40.041632,"{Monday:12:020:0,Tuesday:12:020:0,Wednesday:12:020:0,Thursday:12:020:0,Friday:12:021:0,Saturday:11:021:45,Sunday:11:021:45}",641,Pietro's Pizza,236 N RadnorChester Rd,19087,3.5,120,1
fz85ozE9tZCIAPGTplZhTQ,75.129807,39.732172,"{Monday:8:015:0,Tuesday:8:015:0,Wednesday:8:015:0,Thursday:8:015:0,Friday:8:015:0,Saturday:8:015:0,Sunday:9:015:0}",455,Endgrain Coffee Roasters,10 Pitman Ave,8071,4.5,71,1
5JyEHdmTufydVTQsw4afQg,90.05419,30.02643,"{Monday:0:00:0,Tuesday:7:018:0,Wednesday:7:018:0,Thursday:6:015:0,Friday:7:018:0,Saturday:7:016:0,Sunday:7:016:0}",399,PJ's Coffee  Gentilly,"6600 Franklin Ave, Ste B1",70122,3.5,37,1
ZYRul0i1bhOjirHED6Kd0w,75.168707,39.91804,"{Monday:0:00:0,Tuesday:17:022:0,Wednesday:17:02:0,Thursday:17:023:0,Friday:16:02:0,Saturday:12:02:0,Sunday:11:023:0}",445,SouthHouse,2535 S 13th St,19148,4.5,158,1
cM77NrFZx2z0d84AqEpmMw,75.2243072,40.0259511,"{Saturday:9:3016:0,Sunday:9:3016:0}",445,Diner At Manayunk,4371 Main St,19127,4,86,1
QlTb2uGfA3ol4xMhtcgqw,74.7737771,39.9799574,,377,Arby's,"1710 Rt 38, Ste 4014",8060,2.5,5,0
kXfVql_wkaS7agu6gpzEkw,119.716255,39.5415389,"{Monday:11:020:0,Tuesday:11:020:0,Wednesday:11:020:0,Thursday:11:020:0,Friday:11:019:0,Saturday:11:020:0,Sunday:11:019:0}",539,Bubble Tea Station Cafe,"1495 E Prater Way, Ste 111",89434,4,151,1
bJ4glr2bn0pToxHVtFtKDQ,82.334069,27.796387,"{Monday:7:022:0,Tuesday:7:022:0,Wednesday:7:022:0,Thursday:7:022:0,Friday:7:022:0,Saturday:7:022:0,Sunday:7:022:0}",482,Taco Bell,13032 US 301 S,33578,2.5,22,1
6afesz8yZhjOgijkWl4jig,119.6999207,34.4198504,"{Monday:6:3021:0,Tuesday:6:3021:0,Wednesday:6:3021:0,Thursday:6:3021:0,Friday:6:3021:0,Saturday:7:3022:0,Sunday:7:3021:0}",507,The Coffee Bean & Tea Leaf,811 State St,93101,3.5,77,0
ZBtQZ8Eb66fJm4CUDoFTg,82.455683,28.0110465,"{Monday:7:020:0,Tuesday:7:020:0,Wednesday:7:020:0,Thursday:7:020:0,Friday:7:020:0,Saturday:7:020:0,Sunday:7:3019:0}",579,Huracan Supermarket,402 E Sligh Ave,33604,4,14,1
bQDwX5wKDfwSiqCGTzKKQ,75.0396,39.866676,"{Monday:10:023:0,Tuesday:10:023:0,Wednesday:10:023:0,Thursday:10:023:0,Friday:10:00:0,Saturday:10:023:50,Sunday:10:023:0}",310,Popeyes Louisiana Kitchen,16 White Horse Pike N,8045,2,21,1
xrUtLEFyxzfjflTC2nqLXQ,75.1695865,39.9536631,"{Monday:0:00:0,Tuesday:6:015:0,Wednesday:6:015:0,Thursday:6:015:0,Friday:6:015:0}",445,Good Day Eatery,1735 Market St,19103,3.5,34,1
SXWlFsPfV0hO3Go2qsExnA,90.2927751,38.5836561,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:30,Friday:11:022:30,Saturday:11:022:30,Sunday:11:021:0}",557,La Catrina,5220 Hampton Ave,63109,4,171,1
YgO7Rsia2ggQQ8uOGvKWTQ,90.271853,38.6860647,,500,Yet Bun Chop Suey,5814 Natural Bridge Ave,63120,4,5,1
evxhNYa77dxWZabIpGQCkg,119.763354,39.47629637,"{Monday:0:00:0,Tuesday:11:3021:0,Wednesday:11:3021:0,Thursday:11:3021:0,Friday:11:3022:0,Saturday:11:3022:0}",474,Haru,"5210 Longley Ln, Ste 500",89511,4,202,1
gUKCKxX5eD6YMlQEbTD1lg,90.168794,30.005072,"{Monday:11:020:0,Tuesday:11:020:0,Wednesday:11:020:0,Thursday:11:020:0,Friday:11:021:0,Saturday:11:021:0,Sunday:11:020:0}",365,Three B's Burger & Wine Bar,3322 N Turnbull Dr,70002,4,37,1
LM54ufrINJWoTN5imV8Etw,75.14502844,39.92102739,"{Tuesday:10:017:0,Wednesday:10:017:0,Thursday:10:017:0,Friday:10:017:0,Saturday:10:017:0}",445,John's Roast Pork,14 E Snyder Ave,19148,4.5,1564,1
5OZUnH2kiimTKDq3UTXefA,89.9976686,29.9595992,,399,Taylor Made Wings On The Geaux,,70032,4,9,0
1nrParYmGT7pQffdhkbJVQ,90.0703336,29.9520367,"{Monday:11:014:0,Tuesday:11:014:0,Wednesday:11:014:0,Thursday:11:014:0,Friday:11:014:0}",399,Nola Nica  New Orleans,"201 St Charles Ave, Fl 2",70170,4.5,14,1
wCP4gLf29xnBrn_HnNdrwA,86.042846,39.9560283,,185,Volcano Japanese Steakhouse,7255 Fishers Landing Dr,46038,2.5,14,0
cOaw7LOj7yjCH9ty8eIJDg,75.2301417,40.0308856,"{Thursday:10:015:0,Friday:10:017:0,Saturday:9:015:0,Sunday:9:014:0}",445,Marchiano's Bakery,4653 Umbria St,19127,4.5,118,1
Q82yOM1sBQzBlslDfr28Dw,89.95509386,30.04021593,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:022:0,Saturday:11:022:0,Sunday:11:021:0}",399,Italian Pie,"5931 Bullard Ave, Ste 7",70128,2,15,0
FXoteBXRrB5uZMu09QdGHA,113.504999,53.540576,"{Monday:11:021:0,Tuesday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:0,Saturday:16:021:0,Sunday:16:020:0}",163,Del Posto Italian Kitchen,10056 107 Street,T5J 1J2,4.5,6,1
F8uKZRKmdrqcQYNS9SXCWw,86.2396908,39.8557521,"{Monday:10:02:0,Tuesday:10:02:0,Wednesday:10:02:0,Thursday:10:02:0,Friday:10:02:0,Saturday:10:02:0,Sunday:10:02:0}",272,Wendy's,5699 Georgetown Road,46254,1.5,28,1
GvtSPOwguQMWL3gP8U4E3w,74.66445891,39.99481021,"{Monday:7:014:0,Tuesday:7:014:0,Wednesday:7:014:0,Thursday:7:014:0,Friday:7:014:0,Saturday:8:012:0,Sunday:8:012:0}",435,Koffee Kup,289 Fort Dix Rd,8068,4.5,30,0
s3E_OAafutZHslDkkMnDQA,74.87076404,39.96999527,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:022:0}",380,Prospector's Grille & Saloon,3050 Rt 38 At Ark Rd,8054,3,262,1
KMAuVf2JNrZZJRhZsl5X0A,75.1397741,40.4258525,"{Tuesday:15:021:0,Wednesday:15:021:0,Thursday:15:021:0,Friday:15:021:30,Saturday:12:021:30,Sunday:12:020:0}",454,Historic Piper Tavern,PA413 & Dark Hollow Rd,18947,4,64,1
C6PUZBrxf7EJytNoEqTqlA,75.4811339,40.1640196,"{Monday:0:00:0,Tuesday:11:020:0,Wednesday:11:020:0,Thursday:11:020:0,Friday:11:020:0,Saturday:11:014:0,Sunday:12:018:0}",116,Zoup!,"500 Broad St, Ste 1",19426,3.5,72,1
8u30hH32rp4d3TnULZw9vQ,86.4551597,36.38561908,"{Monday:0:00:0,Tuesday:0:00:0,Wednesday:0:00:0,Thursday:0:00:0,Friday:0:00:0,Saturday:0:00:0,Sunday:0:00:0}",202,McDonald's,402 W Main St,37066,2,19,1
dBRvtW3viFzmEqeJsFyg,86.5919131,36.2162627,"{Monday:11:021:0,Wednesday:11:021:0,Thursday:11:021:0,Friday:11:021:30,Saturday:11:021:30,Sunday:11:021:0}",253,Chikuyo Tei,4722 Lebanon Pike,37076,4,111,1
d4QDtxEVBncaFLAxggRoqQ,75.1431203,39.9496707,"{Monday:11:302:0,Tuesday:11:302:0,Wednesday:11:302:0,Thursday:11:302:0,Friday:11:302:0,Saturday:11:302:0,Sunday:11:02:0}",445,Philadelphia Bar & Restaurant,120 Market St,19106,3.5,87,0
b_jg4hexYmhJoo8c4P6MoA,86.768764,36.2042672,"{Monday:11:022:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:022:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:022:0}",393,El Metate Auténtico Mexicán Restaurant,1805 Dickerson Pike,37207,4,101,1
gECyO9S9P3wQEgVZIjR49g,90.35254519,38.52544857,,500,Ari's Restaurant,9992 Lin Ferry Dr,63123,3.5,53,1
CGPT_MEpsEqvNAmPbiwDCw,82.4145261,28.0020173,,579,B's Island Kitchen,6016 N 40th St,33610,4.5,17,1
0ij1qCPTEJlUJeNkhVNsA,113.4909267,53.544389,"{Monday:11:3023:0,Tuesday:11:3023:0,Wednesday:11:3023:0,Thursday:11:3023:0,Friday:23:302:0,Saturday:23:302:0,Sunday:12:022:0}",163,Elephant & Castle,"10200 102nd Avenue, Unit G310  ECC",T5J 4B7,3,19,0
f1Iak_fzgFy_v2R_EnspXg,90.0606278,30.0119283,"{Tuesday:7:3021:0,Wednesday:7:3021:0,Thursday:7:3021:0,Friday:7:3021:0,Saturday:9:021:0}",399,Big Shirley's,5222 Elysian Fields,70122,4.5,7,0
mbWj0U7dIaX103cSQC4WiQ,75.0456795,40.0558716,,445,China Royal,2620 Rhawn St,19152,2.5,17,1
J2CWbAHHgeAc0IEBpgwSTQ,82.708628,28.0624242,"{Monday:10:020:0,Tuesday:10:020:0,Wednesday:10:020:0,Thursday:10:020:0,Friday:10:020:0,Saturday:11:019:0,Sunday:11:019:0}",430,Freshii,654 East Lake Rd,34685,4,46,0
iQ3DcP5RuQdKrKphxr0aw,86.632557,36.30113,"{Monday:11:020:0,Tuesday:11:020:0,Wednesday:11:020:0,Thursday:11:020:0,Friday:11:021:0,Saturday:11:021:0,Sunday:11:017:0}",252,Jumbo & Delicious,110 Imperial Blvd,37075,4.5,257,1
rwcJPZMsFfBKahAmb6M2Q,82.4297485,28.0573437,"{Monday:11:00:0,Tuesday:11:00:0,Wednesday:11:00:0,Thursday:11:00:0,Friday:11:01:0,Saturday:11:01:0}",579,Sunny Pizza,2770 University Square Dr,33612,4,13,0
TUtf4FLtotdQDleYpRIfnw,119.700585,34.418802,"{Monday:0:00:0,Tuesday:11:022:0,Wednesday:11:022:0,Thursday:11:020:0,Friday:11:023:0,Saturday:11:023:0,Sunday:11:022:0}",507,California Pizza Kitchen at Santa Barbara,719 Paseo Nuevo,93101,3,193,1
MW9tmMmtO0fcncSEFvbCgw,119.7050022,39.5573036,"{Monday:11:021:30,Tuesday:11:021:30,Wednesday:11:021:30,Thursday:11:021:30,Friday:11:022:0,Saturday:11:022:0,Sunday:11:3021:30}",539,China Wok,2838 Vista Blvd,89434,2.5,38,0
